Order_ID,Customer_ID,Customer_Name,Email,Phone,Age,Gender,City,State,Country,ZIP_Code,Product_Category,Product_Name,SKU,Quantity,Unit_Price,Discount_%,Total_Amount,Order_Date,Ship_Date,Delivery_Date,Payment_Method,Order_Status,Sales_Rep,Department,Rating,Return_Reason,Is_Repeat_Customer,Loyalty_Points,Notes
ORD-10695,CUST-1879,Vikram Sharma,vikram.sharma13@yahoo.com,+91-9756262403,37.0,M,Delhi,Gujarat,USA,276509,Food & Beverage,Biscuits,SKU-6497,3,5737.9,5.0,16353.01,2022-07-15,2022-07-21,2022-07-22,EMI,,Bob Johnson,International,2.0,,,2492.0,Urgent delivery
ORD-10655,CUST-2131,Karan Verma,,,48.0,Male,Chennai,Gujarat,UK,270722,Automotive,Dashcam,SKU-9944,4,46095.18,0.0,184380.72,2024-03-14,2024-03-20,2024-03-30,UPI,Shipped,Raj Patel,North Zone,2.0,,True,4821.0,
ORD-10613,CUST-1762,Diego Sharma,,+91-9873890058,50.0,male,Philadelphia,Texas,India,419681,Electronics,Keyboard,SKU-1623,18,18348.5,15.0,280732.05,2023-01-08,2023-01-15,2023-01-16,CREDIT CARD,,Bob Johnson,Online,3.0,,No,3734.0,
ORD-10456,CUST-2892,Vikram Singh,vikram.singh54@gmail.com,+91-7560537809,28.0,F,Phoenix,West Bengal,India,315791,,Unknown Item,SKU-7387,6,26110.09,10.0,140994.49,2022-10-17,2022-10-23,2022-10-28,Cash on Delivery,Shipped,Alice Brown,,3.0,,,346.0,Urgent delivery
ORD-10544,CUST-3974,Sofia Kumar,sofia.kumar45@outlook.com,+91-9225211693,30.0,Other,Ahmedabad,Illinois,,268087,Health,Thermometer,SKU-6635,16,49673.06,0.0,794768.96,2023-03-22,2023-03-29,2023-03-31,Credit Card,Shipped,Alice Brown,Online,4.0,,False,1215.0,Urgent delivery
ORD-10393,CUST-1568,Chris Chopra,chris.chopra81@gmail.com,+91-8978962006,57.0,M,Houston,Karnataka,India,95097,Clothing,Dress,SKU-4040,1,36838.35,15.0,31312.6,2022-06-28,2022-07-05,,credit card,Delivered,Neha Sharma,North Zone,,,False,650.0,
ORD-10163,CUST-2708,Aarav Davis,aarav.davis56@outlook.com,+91-9845362401,38.0,,Houston,Texas,India,712615,Sports,Cricket Bat,SKU-3056,8,21614.19,,172913.52,2024-01-06,2024-01-07,2024-01-08,EMI,Shipped,Amit Verma,North Zone,2.0,Defective,False,3987.0,
ORD-10248,CUST-4940,Karan Singh,karan.singh1@hotmail.com,+91-7179784541,,male,Bangalore,New York,India,506219,Clothing,Shoes,SKU-6521,16,33656.59,0.0,538505.44,2023-12-02,2023-12-03,2023-12-11,Credit Card,Returned,Bob Johnson,East Zone,1.0,,,1962.0,
ORD-10662,CUST-2663,,amanda.garcia55@yahoo.com,,44.0,FEMALE,Hyderabad,Karnataka,UK,848626,Food & Beverage,Energy Drink,SKU-2030,1,11774.95,20.0,9419.96,2022-04-18,2022-04-21,2022-04-28,CREDIT CARD,Processing,Dan Smith,East Zone,1.0,Defective,True,1630.0,Handle with care
ORD-10920,CUST-1059,Emily Taylor,emily.taylor64@gmail.com,,57.0,FEMALE,,California,UK,864180,Health,Blood Pressure Monitor,SKU-5045,16,49586.4,0.0,793382.4,2024-01-14,2024-01-20,2024-01-22,UPI,Pending,Pradeep Kumar,West Zone,4.0,,No,2088.0,
ORD-10997,CUST-3381,Sneha Gupta,sneha.gupta95@hotmail.com,+91-8375065211,40.0,Female,Kolkata,Pennsylvania,UK,532236,,Unknown Item,SKU-4562,20,32709.37,,654187.4,2024-11-22,2024-11-23,2024-12-02,UPI,Delivered,Neha Sharma,East Zone,2.0,Changed mind,False,861.0,Handle with care
ORD-10375,CUST-2516,Isabella Taylor,isabella.taylor74@company.in,+91-8662598134,51.0,FEMALE,Los Angeles,Telangana,India,256106,Food & Beverage,Coffee Beans,SKU-6245,18,49918.71,5.0,853609.94,2024-09-16,2024-09-23,2024-10-02,UPI,Returned,Alice Brown,North Zone,,Not as described,,2022.0,
ORD-10412,CUST-1748,Juan Miller,juan.miller10@yahoo.com,+91-9088416913,25.0,Male,New York,Illinois,India,621917,Automotive,Car Seat Cover,SKU-9083,6,2038.83,,12232.98,2024-10-02,2024-10-04,2024-10-09,UPI,Shipped,Carol Williams,,2.0,Wrong item,True,1081.0,
ORD-10074,CUST-3199,Ashley Brown,ashley.brown58@company.in,+91-8670036982,65.0,male,Birmingham,Tamil Nadu,USA,489776,Automotive,Tyre Inflator,SKU-2867,6,32041.92,20.0,153801.22,2024-08-04,2024-08-06,2024-08-09,Debit Card,Processing,Carol Williams,Online,1.0,,No,3215.0,
ORD-10916,CUST-1675,Sarah Miller,sarah.miller59@gmail.com,+91-9607856032,54.0,male,Kolkata,Pennsylvania,Germany,804360,Food & Beverage,Spice Kit,SKU-7891,5,26332.34,30.0,92163.19,2024-12-20,2024-12-23,2024-12-28,credit card,Processing,Alice Brown,,4.0,Wrong item,True,95.0,
ORD-10113,CUST-3541,Pedro Jones,pedro.jones7@hotmail.com,+91-8664534549,50.0,M,Birmingham,Maharashtra,USA,474586,Sports,Dumbbells,SKU-4695,8,37133.52,30.0,-207947.71,2022-07-29,2022-08-03,2022-08-12,Credit Card,Pending,Alice Brown,,4.0,,No,1585.0,
ORD-10500,CUST-3497,Jessica Davis,jessica.davis85@company.in,+91-8710076377,47.0,FEMALE,Houston,New York,India,765346,Beauty,Shampoo,SKU-5338,18,11245.33,20.0,161932.75,2023-05-24,2023-05-26,2023-06-04,upi,Returned,Bob Johnson,North Zone,2.0,,Yes,1242.0,Gift wrap
ORD-10585,CUST-1467,David Nair,david.nair24@company.in,+91-9741028043,43.0,male,Mumbai,Gujarat,Germany,649374,Clothing,Blazer,SKU-9055,7,21301.43,0.0,149110.01,2023-06-22,2023-06-25,2023-06-30,UPI,,Dan Smith,North Zone,1.0,,,185.0,
ORD-10114,CUST-2466,Ananya Miller,ananya.miller91@gmail.com,+91-7171543543,34.0,M,,Karnataka,India,560916,Toys,Puzzle,SKU-4603,9,27852.1,0.0,250668.9,2022-09-02,2022-09-06,,debit card,Shipped,Dan Smith,North Zone,2.0,,False,4399.0,
ORD-10417,CUST-1778,Amanda Miller,amanda.miller53@hotmail.com,+91-9567361844,30.0,male,New York,,USA,579141,,Unknown Item,SKU-6261,8,28322.45,15.0,192592.66,2023-04-12,2023-04-15,2023-04-21,CREDIT CARD,Shipped,Carol Williams,Online,4.0,,False,,
ORD-10089,CUST-3632,Maria Brown,maria.brown83@company.in,+91-8769493025,,,London,Maharashtra,USA,671393,Beauty,Hair Oil,SKU-9907,9,14028.73,0.0,126258.57,2022-12-20,2022-12-23,2022-12-26,Cash on Delivery,,Amit Verma,West Zone,5.0,,Yes,3970.0,
ORD-10958,CUST-2204,Sofia Miller,sofia.miller39@company.in,+91-9155248831,45.0,F,,New York,UK,785370,Books,Marketing,SKU-2886,2,12221.73,30.0,-17110.42,2022-06-12,2022-06-15,2022-06-25,Wallet,Pending,Alice Brown,International,4.0,Defective,No,2091.0,
ORD-10901,CUST-2236,,david.brown43@yahoo.com,+91-7724376100,43.0,,Philadelphia,Scotland,USA,795694,Sports,Running Shoes,SKU-5413,8,24580.13,0.0,196641.04,2024-09-09,2024-09-15,2024-09-22,Credit Card,Processing,Neha Sharma,East Zone,5.0,,False,2552.0,Express shipping needed
ORD-10633,CUST-2990,Chris Chopra,chris.chopra76@gmail.com,+91-7024863653,47.0,Male,Delhi,England,India,304635,Furniture,Desk,SKU-7557,20,8922.95,0.0,178459.0,2023-05-19,2023-05-22,2023-05-31,Credit Card,Delivered,Bob Johnson,,,Defective,Yes,1063.0,
ORD-10677,CUST-3627,Michael Jones,michael.jones95@company.in,+91-9949507939,22.0,Other,Chennai,Illinois,,549285,Electronics,Headphones,SKU-5529,12,30502.64,0.0,366031.68,2024-08-22,2024-08-25,2024-09-02,UPI,Delivered,,West Zone,5.0,Not as described,False,1800.0,Urgent delivery
ORD-10011,CUST-3552,Sarah Johnson,,+91-9312633708,20.0,male,Delhi,Karnataka,Germany,764717,Food & Beverage,Snack Box,SKU-5920,4,19290.51,,77162.04,2023-10-05,2023-10-09,2023-10-18,Debit Card,Returned,Pradeep Kumar,International,,,,2422.0,
ORD-10396,CUST-4708,Priya Johnson,priya.johnson4@outlook.com,+91-8360317079,27.0,Other,Ahmedabad,Illinois,India,202843,Automotive,Car Charger,SKU-4555,13,23208.01,25.0,226278.1,2024-04-19,2024-04-23,2024-04-29,Credit Card,Delivered,Amit Verma,West Zone,4.0,,False,1620.0,Handle with care
ORD-10557,CUST-3925,Priya Joshi,priya.joshi59@yahoo.com,+91-8138695188,,male,Birmingham,Texas,USA,736816,Clothing,Jacket,SKU-7492,6,46642.77,0.0,279856.62,2023-08-31,2023-09-02,2023-09-09,Credit Card,,Dan Smith,,4.0,Defective,True,2570.0,Urgent delivery
ORD-10042,CUST-1603,Luis Williams,luis.williams71@outlook.com,+91-9215813941,21.0,FEMALE,San Antonio,Scotland,USA,964733,Books,Marketing,SKU-4637,7,40072.9,0.0,280510.3,2024-10-26,2024-10-31,2024-11-03,UPI,,Carol Williams,East Zone,1.0,Defective,Yes,,
ORD-10167,CUST-2449,Michael Williams,michael.williams2@company.in,+91-8927669906,27.0,M,Chennai,Maharashtra,India,972636,,Unknown Item,SKU-5466,8,19021.05,20.0,121734.72,2024-09-02,2024-09-05,2024-09-14,Credit Card,Processing,Pradeep Kumar,East Zone,4.0,Wrong item,,3204.0,
ORD-10416,CUST-4568,Pooja Garcia,pooja.garcia36@hotmail.com,+91-8466656739,20.0,M,Ahmedabad,Illinois,UK,597399,,Unknown Item,SKU-3248,3,28106.25,0.0,84318.75,2022-06-03,2022-06-07,2022-06-14,Cash on Delivery,Cancelled,Alice Brown,North Zone,3.0,,,515.0,
ORD-10787,CUST-2593,Karan Sharma,,+91-8104561009,56.0,M,Pune,Scotland,India,462371,Sports,Cricket Bat,SKU-3204,16,13211.33,20.0,169105.02,2024-05-07,2024-05-14,2024-05-19,debit card,Shipped,Dan Smith,Online,1.0,,No,4181.0,
ORD-10426,CUST-1210,Luis Gupta,luis.gupta33@yahoo.com,+91-9002953915,,,Kolkata,New York,France,681112,Furniture,Chair,SKU-2659,10,19848.22,0.0,198482.2,2024-07-10,2024-07-17,2024-07-20,Net Banking,Processing,Alice Brown,North Zone,,,Yes,3550.0,Gift wrap
ORD-10917,CUST-3161,Carlos Patel,carlos.patel55@company.in,+91-9403093857,54.0,M,,Texas,USA,908122,Beauty,Hair Oil,SKU-8695,0,20906.68,0.0,334506.88,2024-04-05,2024-04-11,2024-04-16,credit card,Cancelled,Raj Patel,South Zone,5.0,Wrong item,,3280.0,Express shipping needed
ORD-10124,CUST-4518,Rahul Garcia,rahul.garcia62@company.in,+91-8637398296,62.0,Female,Birmingham,Texas,India,580143,Health,Vitamin C,SKU-7695,14,26126.11,15.0,310900.71,2022-09-24,2022-09-29,2022-09-30,debit card,Processing,Sunita Singh,North Zone,3.0,Defective,No,4257.0,Handle with care
ORD-10714,CUST-1872,Isabella Williams,isabella.williams73@yahoo.com,+91-7064193896,42.0,FEMALE,Chicago,Gujarat,India,843437,Sports,Football,SKU-6536,15,14125.34,,211880.1,2022-08-10,2022-08-13,2022-08-19,,Pending,,East Zone,2.0,,False,676.0,
ORD-10731,CUST-4949,James Gupta,james.gupta7@gmail.com,+91-8196827278,46.0,male,Manchester,West Bengal,India,516911,Clothing,Jeans,SKU-8324,7,104.78,,733.46,2024-09-11,2024-09-17,2024-09-24,Cash on Delivery,Cancelled,Neha Sharma,,2.0,,True,4772.0,
ORD-10257,CUST-1884,David Nair,david.nair85@yahoo.com,+91-8018338289,50.0,male,Ahmedabad,West Bengal,India,774521,,Unknown Item,SKU-7914,11,26157.18,15.0,244569.63,2024-12-29,2025-01-02,2025-01-10,Net Banking,Delivered,Dan Smith,East Zone,1.0,,Yes,1337.0,
ORD-10335,CUST-4424,John Brown,john.brown89@hotmail.com,+91-7742892831,20.0,Male,Manchester,Maharashtra,France,495496,Health,First Aid Kit,SKU-2444,5,36461.41,0.0,182307.05,2022-05-06,2022-05-07,2022-05-16,Wallet,Delivered,Neha Sharma,South Zone,,Wrong item,False,164.0,Urgent delivery
ORD-10015,CUST-2340,Sarah Garcia,sarah.garcia76@gmail.com,+91-7116402431,52.0,F,London,Telangana,USA,808207,Automotive,Car Charger,SKU-7211,6,42033.26,0.0,252199.56,2022-03-01,2022-03-05,2022-03-12,,Processing,Bob Johnson,East Zone,1.0,Wrong item,Yes,,
ORD-10657,CUST-2129,Amanda Davis,amanda.davis11@hotmail.com,,64.0,Other,Delhi,Texas,,369567,Beauty,Serum,SKU-3670,4,29994.29,,119977.16,2024-09-16,2024-09-17,2024-09-18,upi,,Bob Johnson,South Zone,,Not as described,True,,
ORD-10324,CUST-4644,Sneha Nair,sneha.nair62@outlook.com,+91-9100987942,40.0,F,Los Angeles,Karnataka,India,599569,Books,Marketing,SKU-6295,4,8850.91,15.0,30093.09,2024-05-09,2024-05-13,2024-05-20,Credit Card,Processing,Alice Brown,West Zone,5.0,,Yes,2135.0,Handle with care
ORD-10789,CUST-4359,Juan Wilson,juan.wilson17@yahoo.com,+91-9527691145,41.0,Female,Ahmedabad,Texas,India,142219,Health,First Aid Kit,SKU-7452,4,13017.79,,52071.16,2023-08-17,2023-08-20,,upi,Cancelled,Amit Verma,,3.0,,,4235.0,
ORD-10222,CUST-3969,Pooja Mehta,pooja.mehta66@yahoo.com,+91-7693277728,58.0,Female,San Antonio,,Germany,462945,Electronics,Laptop,SKU-4454,9,29913.49,20.0,215377.13,2022-01-02,2022-01-03,2022-01-11,EMI,Returned,Dan Smith,,,,,3708.0,
ORD-10179,CUST-4397,Vikram Smith,vikram.smith35@hotmail.com,+91-8816466752,32.0,Male,Birmingham,England,India,721257,Food & Beverage,Tea Pack,SKU-9730,19,43563.01,5.0,786312.33,2023-05-04,2023-05-09,2023-05-17,Wallet,Processing,Carol Williams,Online,3.0,,True,3750.0,Gift wrap
ORD-10099,CUST-1669,Pedro Patel,pedro.patel31@gmail.com,+91-9551397793,58.0,Other,Pune,Telangana,India,881230,Food & Beverage,Coffee Beans,SKU-2480,7,13735.18,25.0,72109.7,2023-05-26,2023-05-27,2023-06-02,Cash on Delivery,Processing,Amit Verma,West Zone,4.0,Defective,False,1755.0,Express shipping needed
ORD-10521,CUST-4046,Aarav Garcia,aarav.garcia60@company.in,+91-7469041791,18.0,Female,Birmingham,Scotland,USA,914076,Clothing,Kurta,SKU-8218,2,4618.77,,9237.54,2022-05-15,2022-05-16,2022-05-25,EMI,Delivered,,South Zone,,Changed mind,True,,Gift wrap
ORD-10022,CUST-1717,Juan Williams,,+91-9896089430,56.0,Male,San Antonio,England,USA,970571,Toys,Board Game,SKU-5557,3,29921.93,20.0,71812.63,2023-07-12,2023-07-17,2023-07-25,debit card,Shipped,,West Zone,5.0,,True,3345.0,
ORD-10356,CUST-2243,Maria Gupta,maria.gupta84@company.in,+91-8790611212,38.0,FEMALE,Glasgow,Telangana,Germany,772010,,Unknown Item,SKU-6798,6,42625.25,,255751.5,2023-10-26,2023-10-28,2023-11-04,Cash on Delivery,,Alice Brown,West Zone,,,Yes,3417.0,Handle with care
ORD-10696,CUST-1993,Amanda Jones,amanda.jones94@yahoo.com,+91-8531625035,35.0,F,Los Angeles,Scotland,USA,677917,Automotive,Polish Kit,SKU-6906,9,29203.31,20.0,210263.83,2024-05-26,2024-06-02,,Cash on Delivery,Shipped,,West Zone,2.0,Changed mind,,754.0,
ORD-10896,CUST-3849,Sneha Wilson,sneha.wilson20@yahoo.com,+91-8851294667,62.0,F,Kolkata,Karnataka,Germany,99208,Books,Self Help,SKU-1185,7,16080.63,30.0,78795.09,2022-03-15,2022-03-20,2022-03-24,debit card,,Sunita Singh,International,,,No,,Gift wrap
ORD-10340,CUST-2392,Luis Kumar,luis.kumar69@outlook.com,,64.0,Male,San Antonio,England,India,,,Unknown Item,SKU-7523,13,38674.36,10.0,452490.01,2024-03-04,2024-03-06,2024-03-09,UPI,Delivered,Sunita Singh,South Zone,4.0,,False,,
ORD-10431,CUST-4672,Diego Garcia,diego.garcia76@yahoo.com,+91-7355959916,39.0,Female,Los Angeles,Telangana,UK,857352,Books,Data Science,SKU-3488,8,14359.06,,114872.48,2024-03-22,2024-03-27,2024-04-03,Credit Card,Delivered,Amit Verma,West Zone,1.0,Not as described,True,3004.0,
ORD-10576,CUST-4188,Sneha Davis,,,18.0,F,New York,,,28127,Furniture,Cabinet,SKU-6856,1,7511.4,25.0,5633.55,2023-12-13,2023-12-17,2023-12-21,upi,Cancelled,Pradeep Kumar,North Zone,3.0,,,1569.0,
ORD-10867,CUST-1609,Juan Patel,juan.patel75@hotmail.com,+91-8533023727,57.0,M,Hyderabad,West Bengal,Germany,503107,Sports,Gym Gloves,SKU-5120,9,24129.47,0.0,217165.23,2023-01-21,2023-01-23,2023-01-27,,Delivered,Sunita Singh,West Zone,3.0,,,2952.0,
ORD-10203,CUST-4494,James Patel,james.patel34@company.in,+91-8871640952,34.0,M,Hyderabad,West Bengal,India,471362,Books,Finance,SKU-1871,12,46315.54,10.0,500207.83,2022-09-19,2022-09-23,2022-09-28,Cash on Delivery,Shipped,Raj Patel,North Zone,2.0,Changed mind,False,,
ORD-10736,CUST-4315,Priya Joshi,,,23.0,male,,Telangana,,567522,Clothing,Kurta,SKU-1734,13,29933.72,5.0,369681.44,2023-04-26,2023-04-29,2023-05-03,,Shipped,Dan Smith,International,1.0,Changed mind,,2282.0,Gift wrap
ORD-10093,CUST-4539,Pedro Smith,pedro.smith54@outlook.com,+91-8778198758,21.0,F,Pune,Pennsylvania,India,246540,Books,Science,SKU-3664,3,17556.53,0.0,52669.59,2024-07-03,2024-07-04,2024-07-08,EMI,Cancelled,Neha Sharma,,4.0,Defective,,,
ORD-10583,CUST-4813,Vikram Wilson,vikram.wilson4@company.in,+91-7481747323,55.0,M,Ahmedabad,Telangana,USA,109824,Clothing,Shoes,SKU-2392,9,48584.86,15.0,371674.18,2023-06-11,2023-06-15,2023-06-22,Credit Card,Returned,,West Zone,1.0,,,1394.0,
ORD-10068,CUST-2845,Pedro Williams,pedro.williams44@yahoo.com,+91-9636531097,45.0,F,Leeds,Telangana,Germany,996859,Sports,Yoga Mat,SKU-7150,3,25064.6,15.0,63914.73,2023-11-11,2023-11-15,2023-11-18,UPI,Cancelled,Raj Patel,International,5.0,,True,2419.0,Express shipping needed
ORD-10650,CUST-1836,Aarav Singh,aarav.singh40@gmail.com,+91-9840412106,64.0,Male,Phoenix,Maharashtra,India,347009,Food & Beverage,Biscuits,SKU-3495,15,46500.82,0.0,697512.3,2023-08-17,2023-08-20,,credit card,Pending,Dan Smith,West Zone,2.0,Not as described,True,4424.0,
ORD-10284,CUST-3223,Aarav Nair,aarav.nair55@hotmail.com,+91-8442364344,40.0,Other,Houston,,USA,701646,Furniture,Chair,SKU-8167,16,32463.14,25.0,389557.68,2023-09-21,2023-09-26,2023-09-28,UPI,Pending,Pradeep Kumar,International,1.0,Wrong item,True,850.0,Gift wrap
ORD-10836,CUST-2258,John Jones,john.jones29@hotmail.com,+91-7255288477,30.0,Male,Leeds,,UK,28622,Electronics,Headphones,SKU-9056,10,18906.45,20.0,151251.6,2023-05-01,2023-05-06,2023-05-09,debit card,Pending,Pradeep Kumar,North Zone,1.0,,No,3381.0,
ORD-10434,CUST-4908,Rohit Johnson,rohit.johnson42@hotmail.com,+91-8813972560,43.0,M,Houston,Tamil Nadu,USA,928050,,Unknown Item,SKU-6481,9,19508.48,25.0,-131682.24,2022-05-16,2022-05-17,,CREDIT CARD,Shipped,Amit Verma,South Zone,,Changed mind,No,2276.0,Express shipping needed
ORD-10153,CUST-2222,Michael Brown,,+91-9805802822,53.0,Male,Leeds,Pennsylvania,UK,124176,Furniture,Bookshelf,SKU-7831,8,44114.28,10.0,317622.82,2024-06-23,2024-06-24,2024-06-25,Credit Card,Shipped,Raj Patel,International,3.0,,No,4873.0,
ORD-10075,CUST-1574,Amanda Mehta,amanda.mehta54@yahoo.com,+91-9468773157,41.0,F,Houston,,UK,659498,Clothing,Saree,SKU-1878,11,5937.19,10.0,58778.18,2023-09-02,2023-09-07,2023-09-10,UPI,,Alice Brown,North Zone,4.0,,False,3145.0,
ORD-10761,CUST-3077,Jessica Joshi,jessica.joshi58@hotmail.com,+91-8779910645,47.0,F,Mumbai,New York,India,944949,Health,Omega 3,SKU-4461,14,10045.81,0.0,140641.34,2023-10-04,2023-10-08,2023-10-10,upi,Returned,,International,1.0,Defective,Yes,1365.0,Handle with care
ORD-10446,CUST-4786,Emily Miller,emily.miller14@company.in,+91-8214674025,,male,Chennai,West Bengal,,531180,Furniture,Sofa,SKU-9656,17,39983.09,20.0,543770.02,2023-06-06,2023-06-12,,COD,Delivered,Raj Patel,North Zone,3.0,,No,2795.0,Handle with care
ORD-10188,CUST-4198,Priya Singh,priya.singh4@yahoo.com,,30.0,FEMALE,London,Karnataka,USA,607935,Electronics,Laptop,SKU-2119,4,39129.42,,156517.68,2023-09-10,2023-09-16,,UPI,Delivered,,,,Defective,No,1569.0,
ORD-10271,CUST-3305,Vikram Sharma,vikram.sharma81@hotmail.com,+91-7040356227,23.0,M,Chennai,England,UK,332316,Toys,Science Kit,SKU-6435,1,38184.12,0.0,38184.12,2022-07-24,2022-07-28,2022-07-30,credit card,Cancelled,Raj Patel,South Zone,1.0,Defective,No,4453.0,Gift wrap
ORD-10236,CUST-1045,James Wilson,james.wilson24@company.in,+91-8657402620,62.0,male,Kolkata,California,India,440819,Automotive,Polish Kit,SKU-7407,6,5260.44,30.0,22093.85,2024-07-13,2024-07-19,2024-07-21,Debit Card,Shipped,Neha Sharma,South Zone,3.0,,Yes,563.0,
ORD-10487,CUST-3364,John Patel,john.patel59@company.in,,54.0,male,Ahmedabad,Pennsylvania,UK,997577,Books,Self Help,SKU-6705,10,11852.55,20.0,94820.4,2022-03-24,2022-03-26,,credit card,Pending,Amit Verma,North Zone,2.0,,False,4189.0,Express shipping needed
ORD-10559,CUST-4505,Vikram Smith,vikram.smith60@yahoo.com,+91-9973225507,,F,Mumbai,Tamil Nadu,India,649287,Health,Blood Pressure Monitor,SKU-6691,7,43896.85,5.0,291914.05,2024-04-01,2024-04-06,2024-04-10,UPI,,Alice Brown,South Zone,1.0,Defective,False,3032.0,Express shipping needed
ORD-10117,CUST-1558,Ana Taylor,ana.taylor37@hotmail.com,+91-8879804739,61.0,F,Birmingham,Maharashtra,France,900731,,Unknown Item,SKU-9941,3,17917.12,30.0,37625.95,2022-05-10,2022-05-17,2022-05-18,Credit Card,Processing,Raj Patel,East Zone,4.0,,True,4547.0,Urgent delivery
ORD-10851,CUST-1763,Maria Singh,maria.singh14@outlook.com,+91-9587730516,58.0,,Hyderabad,Telangana,Germany,444607,Electronics,Headphones,SKU-5214,5,39430.28,30.0,138005.98,2023-04-13,2023-04-19,2023-04-25,UPI,Processing,Pradeep Kumar,International,2.0,,,2034.0,
ORD-10512,CUST-1602,Karan Verma,karan.verma80@gmail.com,+91-9372845154,62.0,Male,Houston,Tamil Nadu,USA,547387,Clothing,Kurta,SKU-5185,18,10552.79,30.0,132965.15,2024-01-07,2024-01-10,2024-01-11,UPI,,Dan Smith,International,1.0,,No,3486.0,
ORD-10578,CUST-3043,Sofia Gupta,sofia.gupta24@yahoo.com,+91-7033992093,45.0,male,Delhi,New York,India,328320,Food & Beverage,Snack Box,SKU-9866,20,21837.59,25.0,327563.85,2022-08-28,2022-08-31,2022-09-10,Cash on Delivery,Processing,Alice Brown,East Zone,3.0,Changed mind,No,1398.0,Gift wrap
ORD-10827,CUST-4186,Jessica Taylor,jessica.taylor26@company.in,+91-7992986407,35.0,F,Chennai,New York,Germany,839617,,Unknown Item,SKU-6681,14,22171.59,15.0,263841.92,2022-10-22,2022-10-28,2022-10-29,debit card,Shipped,Dan Smith,West Zone,,,False,1623.0,Express shipping needed
ORD-10126,CUST-1826,Aarav Singh,aarav.singh52@gmail.com,+91-9237701770,56.0,Male,Pune,New York,France,553323,Automotive,Car Seat Cover,SKU-5685,3,3250.82,5.0,9264.84,2022-10-25,2022-10-29,2022-11-05,CREDIT CARD,Shipped,Amit Verma,,3.0,,No,1388.0,Handle with care
ORD-10116,CUST-4253,Ashley Sharma,ashley.sharma10@outlook.com,+91-7660370908,62.0,,Chennai,Tamil Nadu,UK,,Books,Data Science,SKU-4729,14,41791.47,5.0,555826.55,2022-05-15,2022-05-17,2022-05-21,Credit Card,Processing,Bob Johnson,West Zone,1.0,,Yes,138.0,
ORD-10473,CUST-4903,John Wilson,john.wilson97@outlook.com,+91-7169371254,54.0,FEMALE,Chennai,Pennsylvania,USA,49623,Books,Marketing,SKU-6421,6,3684.03,,22104.18,2022-11-04,2022-11-10,,Cash on Delivery,,Amit Verma,Online,5.0,Changed mind,No,4900.0,
ORD-10723,CUST-1099,Emily Sharma,emily.sharma60@outlook.com,+91-7588154244,40.0,Female,Philadelphia,,France,565430,Clothing,Shoes,SKU-3194,16,23100.38,0.0,369606.08,2023-01-17,2023-01-19,2023-01-24,debit card,Delivered,Pradeep Kumar,West Zone,3.0,,False,1581.0,
ORD-10057,CUST-3065,Isabella Patel,isabella.patel2@hotmail.com,+91-9588933132,29.0,M,Birmingham,England,,128118,,Unknown Item,SKU-6417,2,49858.73,20.0,79773.97,2022-12-25,2022-12-29,2023-01-01,,Shipped,Carol Williams,International,1.0,,False,,
ORD-10704,CUST-3792,Priya Garcia,priya.garcia13@hotmail.com,+91-7371129846,23.0,Female,Kolkata,Karnataka,USA,27011,Furniture,Dining Table,SKU-3217,4,10310.17,30.0,28868.48,2022-07-16,2022-07-20,2022-07-30,UPI,Processing,Carol Williams,International,4.0,Defective,False,4266.0,
ORD-10948,CUST-4406,Michael Singh,michael.singh17@gmail.com,+91-8565708245,59.0,,Leeds,Pennsylvania,USA,340113,Health,Thermometer,SKU-4719,9,42690.75,10.0,345795.08,2023-12-16,2023-12-19,2023-12-23,Credit Card,Pending,,East Zone,2.0,,True,2862.0,
ORD-10369,CUST-3973,Amanda Singh,amanda.singh25@outlook.com,+91-8504988056,28.0,male,Kolkata,England,Germany,169222,,Unknown Item,SKU-4372,16,41130.94,5.0,625190.29,2022-05-02,2022-05-09,2022-05-12,debit card,Cancelled,Raj Patel,International,1.0,,,,Gift wrap
ORD-10268,CUST-3342,Juan Gupta,juan.gupta22@company.in,+91-9187333938,52.0,F,Pune,Illinois,USA,931860,Automotive,Car Seat Cover,SKU-9401,0,37048.72,20.0,207472.83,2023-08-17,2023-08-18,2023-08-19,debit card,Cancelled,Dan Smith,International,4.0,,,1804.0,
ORD-10046,CUST-4563,Jessica Johnson,jessica.johnson85@gmail.com,+91-8915193614,38.0,F,Pune,California,,466068,Beauty,Sunscreen,SKU-5498,3,21558.83,0.0,64676.49,2024-11-29,2024-12-02,2024-12-09,,Pending,Amit Verma,North Zone,5.0,,,1310.0,Handle with care
ORD-10349,CUST-3931,Michael Miller,michael.miller53@gmail.com,+91-9019533229,,Female,Ahmedabad,Scotland,India,570118,Furniture,Cabinet,SKU-1388,6,12280.93,0.0,73685.58,2022-08-16,2022-08-23,2022-08-29,debit card,Cancelled,Carol Williams,,4.0,Defective,,326.0,
ORD-10195,CUST-4313,David Nair,david.nair3@company.in,+91-9217165688,60.0,,Bangalore,Pennsylvania,USA,464793,Furniture,Dining Table,SKU-1981,14,20144.93,,282029.02,2024-06-05,2024-06-11,2024-06-15,,Returned,Sunita Singh,East Zone,2.0,,False,2459.0,
